Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Tanaka, M., Ikeda, R., Yoda, H., Aiba, M.","55502220600;55277742000;57189244172;7006008601;","Development of condition monitoring system for railway facilities using opportunistic communication",2018,"RFID-TA 2018 - 2018 IEEE International Conference on RFID Technology and Applications",,, 8552796,"","",,,"10.1109/RFID-TA.2018.8552796","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059985551&doi=10.1109%2fRFID-TA.2018.8552796&partnerID=40&md5=3159fc956f395c41026cf656e26f0a26",Conference Paper,"Final",,Scopus,2-s2.0-85059985551
"Yoon, S.-U., Woo, J., Cho, J., Rahm, C.-R.","57205438058;57205437434;57205439027;57205434141;","An Efficient Distance Estimation Method Based on Bluetooth Low Energy and Ultrasound",2018,"2018 IEEE International Conference on Consumer Electronics - Asia, ICCE-Asia 2018",,, 8552144,"","",,,"10.1109/ICCE-ASIA.2018.8552144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060009124&doi=10.1109%2fICCE-ASIA.2018.8552144&partnerID=40&md5=eea594a3edae404259bb93e451a591c3",Conference Paper,"Final",,Scopus,2-s2.0-85060009124
"Rosato, D., Comai, S., Masciadri, A., Salice, F.","57205684399;6602944532;57024006800;7003432313;","Non-invasive monitoring system to detect sitting people",2018,"ACM International Conference Proceeding Series",,,,"261","264",,,"10.1145/3284869.3284907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061106330&doi=10.1145%2f3284869.3284907&partnerID=40&md5=481ee3dd0f6da3f4db224b7d2cd89195",Conference Paper,"Final",,Scopus,2-s2.0-85061106330
"Sthapit, P., Gang, H.-S., Pyurr, J.-Y.","35276005500;56146911600;57205447058;","Bluetooth Based Indoor Positioning Using Machine Learning Algorithms",2018,"2018 IEEE International Conference on Consumer Electronics - Asia, ICCE-Asia 2018",,, 8552138,"","",,,"10.1109/ICCE-ASIA.2018.8552138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060040784&doi=10.1109%2fICCE-ASIA.2018.8552138&partnerID=40&md5=513134548d83ce6a959eaa5b39d4f485",Conference Paper,"Final",,Scopus,2-s2.0-85060040784
"Todorov, K.P., Bogdanov, L.V., Ivanov, R.M., Iliev, N.","57205429239;57192573133;36349985900;57205427340;","Firmware Field Updates Using Bluetooth Low Energy and STM32 Microcontrollers",2018,"2018 IEEE 27th International Scientific Conference Electronics, ET 2018 - Proceedings",,, 8549667,"","",,,"10.1109/ET.2018.8549667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059982423&doi=10.1109%2fET.2018.8549667&partnerID=40&md5=2358d4b9a958e251e45360b4c2b0149e",Conference Paper,"Final",,Scopus,2-s2.0-85059982423
"Roux, J., Alata, E., Auriol, G., Kaaniche, M., Nicomette, V., Cayre, R.","57193082716;24166179800;56113111300;6602839262;6508310070;57205424782;","RadIoT: Radio communications intrusion detection for IoT - A protocol independent approach",2018,"NCA 2018 - 2018 IEEE 17th International Symposium on Network Computing and Applications",,, 8548286,"","",,,"10.1109/NCA.2018.8548286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059974371&doi=10.1109%2fNCA.2018.8548286&partnerID=40&md5=b9abce5a1930790eb02d363af671a6e2",Conference Paper,"Final",,Scopus,2-s2.0-85059974371
"Kim, J., Kim, J., Yoon, D.","57203360668;57203360698;14046312700;","A BLE enabled APS for pedestrians of visually impaired",2018,"9th International Conference on Information and Communication Technology Convergence: ICT Convergence Powered by Smart Intelligence, ICTC 2018",,, 8539725,"309","311",,,"10.1109/ICTC.2018.8539725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059453214&doi=10.1109%2fICTC.2018.8539725&partnerID=40&md5=51b6c2dee8e43151460cf92853142034",Conference Paper,"Final",,Scopus,2-s2.0-85059453214
"Duong, S.N., Trinh, A.V.-T., Dinh, T.-M.","57205367629;57205359993;55598604300;","Bluetooth low energy based indoor positioning on iOS platform",2018,"Proceedings - 2018 IEEE 12th International Symposium on Embedded Multicore/Many-Core Systems-on-Chip, MCSoC 2018",,, 8540214,"57","63",,,"10.1109/MCSoC2018.2018.00021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059762319&doi=10.1109%2fMCSoC2018.2018.00021&partnerID=40&md5=c208bbfe2385d47844c81aefbb92e55e",Conference Paper,"Final",,Scopus,2-s2.0-85059762319
"Hasan, M.K., Shahjalal, M., Chowdhury, M.Z., Jang, Y.M.","57201739551;57193587443;15026069700;57206581879;","Access Point Selection in Hybrid OCC/RF eHealth Architecture for Real-Time Remote Patient Monitoring",2018,"9th International Conference on Information and Communication Technology Convergence: ICT Convergence Powered by Smart Intelligence, ICTC 2018",,, 8539582,"716","719",,,"10.1109/ICTC.2018.8539582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059482976&doi=10.1109%2fICTC.2018.8539582&partnerID=40&md5=4b981d6d9e94596e793cbec594ae715e",Conference Paper,"Final",,Scopus,2-s2.0-85059482976
[No author name available],[No author id available],"Proceedings - 2018 IEEE 12th International Symposium on Embedded Multicore/Many-Core Systems-on-Chip, MCSoC 2018",2018,"Proceedings - 2018 IEEE 12th International Symposium on Embedded Multicore/Many-Core Systems-on-Chip, MCSoC 2018",,,,"","",251,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059774198&partnerID=40&md5=207aca1b37e6e2ff5153b8fceb21eda5",Conference Review,"Final",,Scopus,2-s2.0-85059774198
"Fouchal, H.","8684951000;","Enhancing Coverage for Secure Communications over VANET",2018,"Proceedings - IEEE Symposium on Computers and Communications","2018-June",, 8538767,"1132","1136",,,"10.1109/ISCC.2018.8538767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059207763&doi=10.1109%2fISCC.2018.8538767&partnerID=40&md5=77f916c96b10d5a20ac4319a27fd8c5a",Conference Paper,"Final",,Scopus,2-s2.0-85059207763
"Sano, M., Yamada, K., Higaki, M.","57200701487;15836126400;7006905593;","An Electrically Small Broadside-Coupled Split-Ring Resonator Antenna Integrated in a BLE Module Package",2018,"2018 IEEE International Workshop on Electromagnetics: Applications and Student Innovation Competition, iWEM 2018",,, 8536608,"","",,,"10.1109/iWEM.2018.8536608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059095850&doi=10.1109%2fiWEM.2018.8536608&partnerID=40&md5=f5d99d7ec1cd2d4a8d326ceafd58c260",Conference Paper,"Final",,Scopus,2-s2.0-85059095850
"Harada, T., Togo, S., Jiang, Y., Yokoi, H.","57205208456;53878687100;21742756100;7201964047;","Development of Myoelectric Prosthetic Hand Control System Using Mobile Terminal",2018,"2018 International Conference on Intelligence and Safety for Robotics, ISR 2018",,, 8535863,"551","556",,,"10.1109/IISR.2018.8535863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059080638&doi=10.1109%2fIISR.2018.8535863&partnerID=40&md5=971fbdb383695ecd6db56200d9c6db9d",Conference Paper,"Final",,Scopus,2-s2.0-85059080638
"Podevijn, N., Plets, D., Trogh, J., Karaagac, A., Haxhibcqiri, J., Hoebeke, J., Martens, L., Suanet, P., Joseph, W.","57202375348;24484169700;56940859800;43661545800;57205207877;8914771300;7103396069;57202377549;22985227300;","Performance Comparison of RSS Algorithms for Indoor Localization in Large Open Environments",2018,"IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation",,, 8533695,"","",,,"10.1109/IPIN.2018.8533695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059074613&doi=10.1109%2fIPIN.2018.8533695&partnerID=40&md5=134cca825511d172a83ff1713e3a8435",Conference Paper,"Final",,Scopus,2-s2.0-85059074613
"Patel, M., Girgensohn, A., Biehl, J.","57198082540;6701791752;6603804184;","Fusing Map Information with a Probabilistic Sensor Model for Indoor Localization Using RF Beacons",2018,"IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation",,, 8533758,"","",,,"10.1109/IPIN.2018.8533758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059089254&doi=10.1109%2fIPIN.2018.8533758&partnerID=40&md5=be5317a8d87fc36c43269440b8810f99",Conference Paper,"Final",,Scopus,2-s2.0-85059089254
"Giovanelli, D., Farella, E., Fontanelli, D., MacIi, D.","56902496500;8536461600;23488529800;12647529900;","Bluetooth-Based Indoor Positioning Through ToF and RSSI Data Fusion",2018,"IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation",,, 8533853,"","",,,"10.1109/IPIN.2018.8533853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059064817&doi=10.1109%2fIPIN.2018.8533853&partnerID=40&md5=2f7552b00eb6f9223cb805ea7b309268",Conference Paper,"Final",,Scopus,2-s2.0-85059064817
"Gkoufas, Y., Katrinis, K.","56109440200;55925321900;","Copernicus: A Robust AI-Centric Indoor Positioning System",2018,"IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation",,, 8533821,"","",,,"10.1109/IPIN.2018.8533821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059104778&doi=10.1109%2fIPIN.2018.8533821&partnerID=40&md5=e8351aec4e1ba28761776747bd6ccf7a",Conference Paper,"Final",,Scopus,2-s2.0-85059104778
"Larmo, A., Carpio, F.D., Arvidson, P., Chirikov, R.","26649505900;57205208791;57205209617;55510952800;","Comparison of CoAP and MQTT performance over capillary radios",2018,"2018 Global Internet of Things Summit, GIoTS 2018",,, 8534576,"","",,,"10.1109/GIOTS.2018.8534576","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059056543&doi=10.1109%2fGIOTS.2018.8534576&partnerID=40&md5=f39e37164d2be33b42d2fa267fdb73f1",Conference Paper,"Final",,Scopus,2-s2.0-85059056543
"Zhu, Z., Bocus, M.Z.","35365699300;35955787700;","A Computationally Efficient Method for Direction Finding with Known Transmit Sequence",2018,"IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation",,, 8533794,"","",,,"10.1109/IPIN.2018.8533794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059086225&doi=10.1109%2fIPIN.2018.8533794&partnerID=40&md5=a42cd495bc7bb65a94faa473c59b41ab",Conference Paper,"Final",,Scopus,2-s2.0-85059086225
"Jadidi, M.G., Patel, M., Miro, J.V., Dissanayake, G., Biehl, J., Girgensohn, A.","35811862200;57198082540;57199646578;57203848994;6603804184;6701791752;","A Radio-Inertial Localization and Tracking System with BLE Beacons Prior Maps",2018,"IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation",,, 8533827,"","",,,"10.1109/IPIN.2018.8533827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059076564&doi=10.1109%2fIPIN.2018.8533827&partnerID=40&md5=66bffd3ab271a6775ee2907320bf5b53",Conference Paper,"Final",,Scopus,2-s2.0-85059076564
"Kang, J., Seo, J., Won, Y.","57204920781;57204912702;57193554952;","Ephemeral ID Beacon-based improved indoor positioning system",2018,"Symmetry","10","11", 622,"","",,,"10.3390/sym10110622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057884896&doi=10.3390%2fsym10110622&partnerID=40&md5=693e518372d8d17a5f3f361eb14bf74a",Article,"Final",Open Access,Scopus,2-s2.0-85057884896
"Park, J.K., Kim, J., Kang, S.J.","57203537316;57204647175;55666313900;","A situation-aware indoor localization (SAIL) system using a LF and RF hybrid approach",2018,"Sensors (Switzerland)","18","11", 3864,"","",,,"10.3390/s18113864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056508988&doi=10.3390%2fs18113864&partnerID=40&md5=eafc4c99cbbbdf93923d8a77fb15522f",Article,"Final",Open Access,Scopus,2-s2.0-85056508988
"Halfar, R., Foltyn, J., Oczka, D., Cerny, M., Rosicky, J., Rosicky, J., Grygar, A.","57205026736;56584290700;57189247071;24823900000;57207514964;57205029670;57205026919;","Sensor based solution for cranial remodeling orthosis",2018,"2018 IEEE 20th International Conference on e-Health Networking, Applications and Services, Healthcom 2018",,, 8531080,"","",,,"10.1109/HealthCom.2018.8531080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058285057&doi=10.1109%2fHealthCom.2018.8531080&partnerID=40&md5=bbf9267c01bdedc2d373f74496440c3c",Conference Paper,"Final",,Scopus,2-s2.0-85058285057
"Wahslen, J., Lindh, T.","48361652900;55398004300;","A javascript web framework for rapid development of applications in IoT systems for eHealth",2018,"2018 IEEE 20th International Conference on e-Health Networking, Applications and Services, Healthcom 2018",,, 8531124,"","",,,"10.1109/HealthCom.2018.8531124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058277650&doi=10.1109%2fHealthCom.2018.8531124&partnerID=40&md5=5b73708bc8f53ad6fdece2c12d11e49f",Conference Paper,"Final",,Scopus,2-s2.0-85058277650
"Foltyn, J., Halfar, R., Cerny, M., Noury, N.","56584290700;57205026736;24823900000;6602517182;","Multipurpose sensor for human movement analysis",2018,"2018 IEEE 20th International Conference on e-Health Networking, Applications and Services, Healthcom 2018",,, 8531166,"","",,,"10.1109/HealthCom.2018.8531166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058278930&doi=10.1109%2fHealthCom.2018.8531166&partnerID=40&md5=d77595f82dec895f1db7d1823ce1c5e6",Conference Paper,"Final",,Scopus,2-s2.0-85058278930
"Li, H.-Y., Ma, H.-P.","57205031183;7403096265;","A low complexity low power indoor positioning system based on wireless received signal strength",2018,"2018 IEEE 20th International Conference on e-Health Networking, Applications and Services, Healthcom 2018",,, 8531137,"","",,,"10.1109/HealthCom.2018.8531137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058324515&doi=10.1109%2fHealthCom.2018.8531137&partnerID=40&md5=f1a44f8c08a84a3afc3bfbd9af07c3af",Conference Paper,"Final",,Scopus,2-s2.0-85058324515
"Wang, Y.-T., Ma, H.-P.","57195472822;7403096265;","Real-time continuous gesture recognition with wireless wearable IMU sensors",2018,"2018 IEEE 20th International Conference on e-Health Networking, Applications and Services, Healthcom 2018",,, 8531095,"","",,,"10.1109/HealthCom.2018.8531095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058332027&doi=10.1109%2fHealthCom.2018.8531095&partnerID=40&md5=54bb0358a81e760ff8052e0b595272e8",Conference Paper,"Final",,Scopus,2-s2.0-85058332027
"Fraternali, F., Balaji, B., Agarwal, Y., Benini, L., Gupta, R.","55537323500;36719782400;57206496240;35556997000;57201584761;","Demo abstract: Pible: Battery-free mote for perpetual indoor BLE applications",2018,"BuildSys 2018 - Proceedings of the 5th Conference on Systems for Built Environments",,,,"184","185",,,"10.1145/3276774.3282823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058369105&doi=10.1145%2f3276774.3282823&partnerID=40&md5=1fc2673c79d98e1e30e998d4ef9546e7",Conference Paper,"Final",,Scopus,2-s2.0-85058369105
"Yamamoto, D., Tanaka, R., Kajioka, S., Matsuo, H., Takahashi, N.","36927903300;57205113787;56538380000;55727597300;57205116196;","Global map matching using BLE beacons for indoor route and stay estimation",2018,"GIS: Proceedings of the ACM International Symposium on Advances in Geographic Information Systems",,,,"309","318",,,"10.1145/3274895.3274918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058652938&doi=10.1145%2f3274895.3274918&partnerID=40&md5=13fcaf9ca8f20f49d5f2955adfe45ae5",Conference Paper,"Final",,Scopus,2-s2.0-85058652938
"Yadav, S., Pulekar, T.V., Cheeran, A.N., Awandekar, V.D.","57204949224;57204950707;7801313296;55557275800;","Wireless Emergency Patient Monitoring System",2018,"Proceedings of the 4th International Conference on Biosignals, Images and Instrumentation, ICBSII 2018",,, 8524734,"","",,,"10.1109/ICBSII.2018.8524734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058089588&doi=10.1109%2fICBSII.2018.8524734&partnerID=40&md5=a1829adbcdfff00f74cdf00450956962",Conference Paper,"Final",,Scopus,2-s2.0-85058089588
"López-de-Teruel, P.E., Cánovas, Ó., García, F.J., González, R., Carrasco, J.A.","6508390544;9738383000;57199803545;57195537645;57195534058;","Beyond the RSSI value in BLE-based passive indoor localization: Let data speak",2018,"ACM International Conference Proceeding Series",,,,"29","38",,1,"10.1145/3286978.3286986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060028067&doi=10.1145%2f3286978.3286986&partnerID=40&md5=0a6d27c333857d8788a22b55a4d5d81c",Conference Paper,"Final",,Scopus,2-s2.0-85060028067
"Nga, T.T.K., Lee, D., Kim, S., Lee, M., Hwang, K., Yang, Y., Lee, K.-Y.","57197713485;57204538279;57189854849;55716893300;56380923200;7409390330;8335908000;","40 dB-isolation, 1.85 dB-insertion loss full CMOS SPDT switch with body-floating technique and ultra-small active matching network using on-chip solenoid inductor for BLE applications",2018,"Electronics (Switzerland)","7","11", 297,"","",,,"10.3390/electronics7110297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056330405&doi=10.3390%2felectronics7110297&partnerID=40&md5=9a9cccf16c5d47ed633f7b2cc6cf6491",Article,"Final",Open Access,Scopus,2-s2.0-85056330405
"Chesser, M., Chea, L., Van Nguyen, H., Ranasinghe, D.C.","57205319006;57192202453;57205442806;9639471200;","bTracked: Highly accurate field deployable real-time indoor spatial tracking for human behavior observations",2018,"ACM International Conference Proceeding Series",,,,"1","10",,,"10.1145/3286978.3287020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060059627&doi=10.1145%2f3286978.3287020&partnerID=40&md5=0e07b97125e950d01eb5de092fd3fe3c",Conference Paper,"Final",,Scopus,2-s2.0-85060059627
"Zachariah, T., Clark, M., Dutta, P.","56611719000;55849010000;57203178672;","Bluetooth low energy in the wild dataset",2018,"DATA 2018 - Proceedings of the 1st Workshop on Data Acquisition To Analysis, Part of SenSys 2018",,,,"27","28",,,"10.1145/3277868.3277882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058279753&doi=10.1145%2f3277868.3277882&partnerID=40&md5=7f96aa3ae7361a677860c82316a37721",Conference Paper,"Final",,Scopus,2-s2.0-85058279753
"Kawsar, F., Min, C., Mathur, A., Montanari, A., Acer, U.G., Van den Broeck, M.","8927207400;8853584600;25923502200;57190584700;23110371700;41562183000;","Demo abstract: eSense - Open earable platform for human sensing",2018,"SenSys 2018 - Proceedings of the 16th Conference on Embedded Networked Sensor Systems",,,,"371","372",,,"10.1145/3274783.3275188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061743649&doi=10.1145%2f3274783.3275188&partnerID=40&md5=757cf145fb06dde9a3fd4a7b2bc0e952",Conference Paper,"Final",,Scopus,2-s2.0-85061743649
"Li, C., Li, J., Jafarizadeh, M., Badawy, G., Zheng, R.","57206657224;57206661541;57207602451;24780604100;57203196755;","To monitor or not: Lessons from deploying wireless sensor networks in data centers",2018,"RealWSN 2018 - Proceedings of the 7th International Workshop on Real-World Embedded Wireless Systems and Networks, Part of SenSys 2018",,,,"43","48",,,"10.1145/3277883.3277887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061796791&doi=10.1145%2f3277883.3277887&partnerID=40&md5=90b0398b7725b48b25f6bf08c0d9f560",Conference Paper,"Final",,Scopus,2-s2.0-85061796791
